"","cntry","Global_Cybersecurity_Index","National_Cyber_Security_Index","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","Mobile cellular subscriptions","Mobile cellular subscriptions (per 100 people)","Individuals using the Internet (% of population)","Secure Internet servers","Secure Internet servers (per 1 million people)","Firms that spend on R&D (% of firms)","Scientific and technical journal articles","GDP (current US$)","GDP per capita (current US$)","Government expenditure on education, total (% of GDP)","General government final consumption expenditure (% of GDP)","Military expenditure (% of GDP)","Research and development expenditure (% of GDP)","HDI_2021"
"11",100,67.38,74.03,0.197479652032376,-12.9599829004378,-0.48780748817427,-6.97443934714673,-3.0282478701248,1.91656000359234,-3.03174956931505,1.97363823438947,-2.38148115258476,-3.56848566000753,-1.93935027419984,-0.379662675307466,-1.98920608120754,0.187098671547258,-0.179491931802886,-5.7198099062051,-0.457316980975896,2.35980813637067,1.06304678367543,-2.25218897431938,-0.883071403955345,7902756,114.7677533,75.27144583,333361,48076.186740294,5.4,3311.27,84056312734.3089,12221.4966064171,4.03999996185303,18.9445065772223,1.5948890065513,0.853510022163391,0.795
"12",104,36.41,10.39,-11.0468164962591,5.69046028209799,-0.838793141517779,15.1822847238827,0.630453798172198,9.36537718350823,0.238301241688977,1.7196138032906,0.937025460311636,-1.1771567289026,5.34386505558892,-5.79867083567454,-7.24750033612413,1.71599832664986,-2.45724469194181,1.66390381041912,-0.61197486617304,-4.62312647150915,-1.71712551384542,6.00735994859007,2.06461822920044,67930093,126.2686102,35.1,765,14.3196219739597,12.1538461538462,230.65,65091751273.2879,1209.92694225482,2.13986992835999,19.6780496990466,3.33493983033476,0.14724999666214,0.585
"13",112,50.57,53.25,2.94596672907752,-9.65056227617436,7.57816257543188,-0.548833137990284,1.11405986680454,3.4377341004887,1.2861237566519,0.397629880634658,-3.82958655180131,0.327695244724696,-0.0246613463332274,-3.80551470784988,-0.292595612338317,4.15808147191801,0.550132358910626,4.68606576975826,-0.671893703985014,0.788401759903845,2.38063376828206,-0.747625228815898,1.81964004849314,11760087,122.7801287,86.88841196,70824,7550.57168736045,11.4,1179.81,68205380706.6609,7302.25779418774,4.70553016662598,16.5686993583709,1.15580570841938,0.548969984054565,0.808
"14",124,97.67,70.13,15.3359208728599,11.4843660044382,-0.823538096245886,0.0718807052280348,-0.269709329131054,-3.81745151804052,0.449813764446908,1.81466713358765,2.07257141629781,2.12291993748875,3.94984120741706,1.3900232754035,-1.1792049320873,5.22241927104725,2.43441227803712,3.29252485344178,1.71386954321095,0.459658365374601,-1.69057327065648,-2.71981401398034,-2.26511644584354,32723000,85.7633068,92.3,1515773,39849.7481570938,15.7107142857143,59967.79,1988336331717.42,51987.9390529728,5.17000007629395,21.6976337766718,1.31515295224175,1.69781005382538,0.936
"15",152,68.83,59.74,0.566079250628798,-0.142194928820233,4.47694831943923,-6.45864115368231,4.81012255770236,-5.76951153026533,4.63952192498893,-1.76615162078076,3.62230007793169,3.34882715399019,0.903568161044748,-0.345225063154682,0.280675329633011,0.558962566338185,-1.78306496394577,0.318708226993604,6.12504786772724,0.720972905374206,-4.38365746831603,2.54791297482326,3.30681717151115,26571823,136.3134058,88.3,246876,12791.2938208521,17.9692307692308,7121.74,317058508651.76,16265.0959767147,5.61812019348145,14.3620279002199,1.96335905956343,0.340950012207031,0.855
"16",156,92.53,51.95,1.66184546850367,3.96172174802534,9.69807550324552,14.9609422666491,-4.8259821841762,9.74058864058518,-4.17009369224733,-6.16073474342131,0.381882969906364,0.464324879965753,-1.4010919966533,-0.347241369025342,-7.53165961973631,-10.6597870398283,-6.13267667089654,1.25913555060181,2.28269483995461,13.4714911563159,-0.0842585862134797,-1.77729643325612,-1.07476063486715,1732661400,121.5140853,73.0532414,1338370,948.458649280703,12.1538461538462,528263.25,17734062645371.4,12556.3331200058,3.5699999332428,15.9199461173099,1.73634051023639,2.40092992782593,0.768
"17",170,63.72,53.25,-11.8480107642281,11.398223133874,-12.5098035388261,-11.226719905646,4.49771763071426,2.30917767042536,-1.07834383456511,-6.25169141391955,0.456913651512997,-3.05023687894313,-4.20300939513686,0.744124492213309,-2.81664968089774,-1.9645348605592,-1.28722252349285,-1.03126532556633,0.67141547482396,1.03685668539535,-1.18278827744672,-0.910757364319914,-3.42465418027992,75056111,145.6931676,69.79,20646,405.374664087421,30.5,7195.02,314464137241.33,6104.1367093039,4.93310022354126,16.3218231996323,3.40189397556368,0.288120001554489,0.752
"18",191,92.53,83.12,2.09371075422775,-5.72843418642706,-6.92650417081494,-10.9797172195779,-3.52549854334307,2.29288083886673,-1.5373905998765,4.9109051059186,-1.77870595183817,0.660352834607415,0.457571416517246,2.48983586751043,-1.0180728035425,-0.851868183250142,0.487879643436186,0.75104577760799,-1.62179521347183,0.0345097149638661,1.42347792567582,-0.645870448047258,-4.15222739421734,4402213,108.4252864,81.25399889,90474,22352.0634042217,3.4,4276.9,68955083280.1922,17685.3252834553,5.53999996185303,22.2277365442878,2.73556858687644,1.24844002723694,0.858
"19",196,88.82,66.23,0.0032268325462701,-4.7355265307159,-0.330973491221264,-2.8341361784036,-2.56846974878583,-3.18167971687051,-2.3594680347371,7.55265172800948,26.2464355984104,-2.86202237047833,-9.51229162107604,-9.30902344906162,0.967337827951253,-1.97343111951515,-0.731554165067899,2.7621290528739,-8.45723855803686,1.27534226556839,2.72216238174138,0.863617006032357,-0.156757383721812,1320794,148.7380631,90.75966792,30171,24379.8771269061,8,1245.42,28407867534.0035,31551.81640625,6.05999994277954,19.5933594161786,1.98681221837651,0.82234001159668,0.896
"20",203,74.37,92.21,7.55833134803671,-2.38481055165861,2.52482000008437,-5.93467974180397,-0.100593376417684,-2.27732405208943,-1.20599091281541,0.887751890664954,-1.40463524449227,0.584253591484712,-2.678572680529,-0.655076696432181,-2.30214385183861,1.99491394632244,-3.33678150669921,-0.502625104139851,0.775350419147956,-0.677037943453606,-0.0401158274645168,-2.51563668982366,0.0619750765803165,13129905,124.9188212,82.67062427,723194,67601.7572863652,20.4,15576.6,281777887121.451,26821.2452279995,5.07999992370605,21.494417221583,1.4340913619415,1.99103999137878,0.889
"21",208,92.6,84.42,18.1192346606449,4.01531877453515,-13.3589632410755,10.6613612713897,1.41679027174347,-2.87709251806537,-0.475458494660094,0.982679499836528,-1.5240512286709,-0.0838679904313441,-4.4259302991008,-2.53510858933544,-1.81008424499521,-8.19753299175857,3.69213520693143,0.984237160067913,1.79835581161391,-0.101335804687879,3.06819960623704,0.244715289500776,2.08102473437391,7287875,124.488832,98.8658506,1615776,277081.814259482,28.9,13978.8,398303272764.46,68007.7566732954,6.38000011444092,24.2954849358241,1.37159146918744,2.96153998374939,0.948
"22",218,26.3,53.25,-11.1460089885719,6.86519160141855,-2.79614630721351,-7.04214018495632,5.00333062960265,2.91209747009558,5.18721073422734,-6.23516142891281,0.770314648877294,2.75288751725325,-2.12859079027352,1.22675509204997,1.7660129496437,-2.32637974489606,1.4932510987168,-0.191700912061674,-1.5980480481394,-2.05516765504444,1.79321044935342,-0.981680926123352,0.629858013475331,16789600,94.33558884,70.7,6711,381.554069554731,30,2142.19,106165866000,5965.13287054416,3.6913800239563,15.2801956139085,2.45571202299679,1.99564787082924,0.74
"23",231,27.74,32.47,-15.3393224171073,-8.65540652756656,-7.70671560643309,11.7428103203277,2.32365484483874,5.1955643115939,-6.51387674692802,-0.948148411950918,4.40982061220186,-5.32039827519332,3.12404815219437,-0.0552582400153626,-0.85378055609004,3.64977139240184,-0.518197274194391,-2.03435810551645,7.49248255618108,-0.0789136723431376,3.52054807703216,-1.28815287145531,-2.65803636053008,44500000,37.97222807,16.6981031,654,5.58063756326632,16.2666666666667,1994.44,111271112329.975,925.077428048534,4.48086881637573,8.83508637135813,0.527828226726397,0.274370014667511,0.498
"24",233,99.48,93.51,11.5199306097996,-12.8079646896996,0.997096756752508,-0.545267356944236,2.43782776480344,2.07710709846734,0.229444794000398,-2.42869625014613,-2.35651711390249,2.62591106859638,-2.28126683683326,-1.82203805538867,3.16893799186439,3.25536741398789,-2.06100287526353,0.539712514725978,-1.76799842667143,-2.62166081971004,2.06018999039457,-1.85781671774283,-0.627708725272448,1980838,149.0807939,91.03626943,112151,84354.3769866162,14.5,1414.72,37191166151.98,27943.701219882,6.57999992370605,19.8053974580881,2.15551504624942,1.79246997833252,0.89
"25",246,92.07,85.71,18.6217808344722,3.61542659114775,-4.94324508993034,7.59246226941904,-0.0195907588320944,-3.73607563294956,2.96008381870422,-0.0509493497639423,-2.77558525412947,0.269550540721431,-0.962486029893459,-1.2091957265175,-0.128217278572363,-4.3064799525889,2.79160502409892,0.168484879620525,-1.5811653256403,-0.705994305548686,3.07227167422988,0.827919872460395,-0.491977224340107,7150000,129.1548109,92.80806082,451490,81650.5089118576,47.5,10598.94,297301883523.251,53654.7502964259,5.88000011444092,24.4077384859588,2.03028083194822,2.93544006347656,0.94
"26",250,97.6,84.42,10.1679340287784,-0.084613952994261,-2.996845087522,-1.20481539949859,-1.54455078755092,-2.24253269273182,3.30330803466304,-0.754720202860781,-2.45594946254156,2.63573539919056,2.8865509237861,-3.33351759355137,3.75252725166014,1.22524376857543,-1.65770691216927,3.378611371435,-0.117330629509869,0.895006704693078,1.884124119107,-0.593335069979461,0.0681811161108002,72751000,112.8271405,86.09548575,2440930,36123.8717015543,14.2,66352.18,2957879759263.52,43658.9789781222,5.5,24.249521166634,1.9453822620282,2.35492992401123,0.903
"27",268,81.07,61.04,-7.67506194031014,-8.3366407198978,-1.07007125004336,-0.694886795615963,-0.573726049368605,8.09544363149356,-3.04155367267247,-1.78343800551819,-2.61728976205828,-0.668278008977922,0.435831305478853,-2.42531794284626,5.57228133876784,0.875774969364673,2.678807178171,-2.77852117785041,-3.67406663686159,2.61888772023161,2.7681394766949,-0.263638459797632,-0.0143774687512226,5163558,137.4024875,76.4427093,13020,3497.44648799425,10.6,550.41,18629365597.0017,5023.27437961979,3.62380003929138,13.9974607072963,1.67322167479838,0.300799995660782,0.802
"28",276,97.41,90.91,18.2483658229532,-2.16301681885682,-9.31959970938222,3.95098070984783,1.11708553781311,-0.393384228503637,-0.870034419387832,-1.35079326279798,-0.143486679015326,-1.26727845709558,-0.8077065849856,1.78180156498574,-0.0461597824238428,0.701792604718738,-3.79304905035046,-2.40651704767222,-0.425393464896652,-1.06537033499105,-1.64016594181532,1.48913027091259,-1.57657093003316,106400000,127.5648538,91.43060973,8109646,97517.56929049,23.7,104396.12,4259934911821.64,51203.5544731043,4.65999984741211,22.1419032414798,1.3373843362163,3.14425992965698,0.942
"29",300,93.98,96.1,3.87235170803929,-3.51951780975966,-0.702258874832774,-2.02904135140083,-11.8550711728938,-1.95096848402807,0.115622642617529,1.07109884411891,4.58101712921566,-4.24494947791535,3.74096612558596,1.57417434960691,1.57158632074036,0.725144137495791,0.91530269086489,-1.53385794580211,-0.691891117223908,2.31510855607383,-4.51881214159314,-1.09145625871267,1.43262122639428,11494008,110.0393141,78.49426371,95300,8907.70838312568,10.7,10906.99,214873879833.648,20192.5963039061,4.44000005722046,21.6310577825059,3.86736963011333,1.49609994888306,0.887
"30",320,13.13,24.68,-6.69905257756319,11.5649090081022,-3.27220996223804,-14.1359076927458,3.30974943315449,-1.90164006595266,-3.63816578643793,-1.1324277518348,-2.3749286408072,0.00748710564901347,-2.4858177344694,-3.88586622586407,-6.09167592627383,-3.20771576348915,1.93770002924572,-1.05898773513857,-0.820712819371399,-2.37734520188567,-0.573202523111695,5.61439171155393,-1.51855274734694,22124839,125.6487512,50.84164945,1798,106.653487032199,15.5,99.89,85985752107.4679,5025.5422907779,3.10876989364624,11.307431262218,0.444567515086392,0.0264699999243021,0.627
"31",348,91.28,67.53,5.75848118332148,-2.20594897743833,-2.77281634734498,-1.78707541072221,-3.77054142819449,3.46964780528559,-2.10510034296701,0.423118101408135,-3.19875735562259,2.6978258694153,-1.58944627162094,-0.156714916595689,1.36339360368134,0.0639630219683664,-1.49000099598656,-2.01686590068519,-0.721419048750684,-1.51225545233935,1.07044698626228,-0.438641356374385,0.147318246176543,10248653,105.549731,88.64083466,319932,32813.0370110241,7.3,6700.92,181848022233.89,18728.1218948689,4.76000022888184,20.8861928860914,1.63606587200346,1.60766005516052,0.846
"32",352,79.81,55.84,19.7241753401254,4.29638833931052,-10.4159202590895,5.4722540004142,-2.07085863732783,-2.88142532568535,-0.0948150229289024,2.60891336315368,-0.973673414163494,0.274741473069371,0.420571847694393,0.429934283862936,1.36054528361698,3.62583173821257,4.43620707320654,-0.840955612550095,0.97295603516945,3.22261803418833,2.08045199389183,4.71166405201817,-1.11502643712595,437270,118.0741761,99.68701957,27673,75513.7626445235,12.5318181818182,680.89,25602419210.3374,68727.636664709,7.71999979019165,27.4508844879464,2.47766794889503,2.47176003456116,0.959
"33",360,94.88,38.96,-9.92726233137676,9.38779776031083,0.666285682266596,9.56198280472086,5.05174163528902,6.07783654315985,3.24669091501221,-1.19708298620268,-0.0739875721397833,-6.35656102954438,-0.0958092817517269,1.47364384439267,5.6010590455231,0.34710792780473,4.23073774112537,0.464619531842874,-2.47823830716175,0.200888349793583,0.994598900308144,3.82179220199452,-1.23480585986243,365872608,133.6505363,62.10447802,513564,1889.08936530351,12.1538461538462,26947.57,1186092991320.04,4332.70928089396,3.49000000953674,9.14339654592787,0.695925939497677,0.280840009450912,0.705
"34",364,81.06,14.29,-8.21577980170758,4.03140880108303,-0.588436679499381,9.82209723933858,0.229362532179188,3.15175974063211,-5.20439742787807,-1.15770399864733,2.69728821606667,5.58595348322189,2.9068758870308,0.609042325548236,-0.784893907061476,0.979331311186204,0.144711532896841,1.385499588996,-2.436571974431,-1.95661645183608,-4.45234227629344,3.3701692820639,-4.66793606297121,135889424,154.5542763,78.59573507,203430,2330.5023509342,8.46,48305.64,359713152725.062,4091.20918670534,3.59243011474609,14.2335765896256,2.29916024067704,0.88358998298645,0.774
"35",368,20.71,5.19,-20.08852732706,0.853468196678307,1.89712783447052,4.7334588009625,-4.71488500867331,-10.9787516025118,3.13993000351023,3.30127755295469,-4.60981026688495,1.73069279900901,4.94278769453618,-5.38263673385939,-5.26896498693769,-2.88544247424391,-4.13254182824948,7.41228379466589,0.264553401836049,-1.16874982164303,10.4839097651614,-1.66273977396072,-0.0510487830923992,37649112,86.48289808,44.32634655,719,16.8949942505324,8.46,6073.39,207889333724.138,4775.3774539013,4.13413000106812,20.4295300331275,2.2829567106897,0.0439699999988079,0.686
"36",380,96.13,79.22,7.49457560598148,-2.42368974433398,-0.412798880974729,-1.77273805258365,-4.51028712412088,1.62019596252926,3.604980322854,3.06452337862385,1.21101923054562,0.349017323974477,2.8629141341578,1.1314009157003,1.80616808409341,-1.63328989143524,0.76453496596382,-2.07586520751954,1.60212047097374,0.286204894920197,-0.01298816350607,0.262978071863639,-1.3797274943074,78114933,131.86107,74.8623274,1229028,20677.1830094764,5,71240.28,2107702842669.73,35657.4975631691,4.26999998092651,19.7928184298267,1.52273013693492,1.53391003608704,0.895
"37",392,97.82,63.64,16.7059135982564,-18.1763682847349,7.47746049466398,0.517866669234737,12.9027167264419,-4.1629147330208,-3.95689368021355,-10.9656465787863,1.84172317096275,-10.4611313724465,9.01510439075081,3.67071403841562,1.34441438965743,-6.25696307203014,-8.61900769519375,0.0479965662252881,-3.56003752386746,-8.47717360552664,-2.85343625546614,4.02517422964137,-0.854243893850088,200478808,160.8817412,90.21945812,2884902,22848.7181314895,12.1538461538462,98792.5,4940877780755.33,39312.6603730693,3.42000007629395,21.4190126293905,1.07351519547696,3.26317000389099,0.925
"38",398,93.15,48.05,-4.48317592452754,-6.41245616282183,11.6590827529331,3.68041742179221,10.2866742107433,-1.92541798408611,1.39446026206025,4.50991049073528,-1.12597451295463,6.58465579976582,-0.235210109572499,4.71590840023727,-0.900773474616292,-1.428968015744,1.89289954675901,-0.561452963379329,-2.65326890923957,3.04151154201803,-1.28769098702192,1.81956548884122,4.32953530295989,24323000,126.70562,90.9239507,62033,3307.42720626396,2.1,2367.46,197112255360.612,10373.7897924367,4.44620370864868,11.426535864249,0.866368644727073,0.132449999451637,0.811
"39",400,70.96,28.57,-18.3238894502076,-5.27845866299286,0.637779216223965,12.1441714563857,-2.47003892403219,-11.7344498821488,-5.18512622749158,-5.35704435746217,-0.470343697096014,10.551019259494,0.593887113602012,1.37885536134484,3.45174456067355,-2.49239790106094,-1.76486905853914,-0.905826826778499,-4.88707361779884,0.563979059249076,0.685771078443418,-3.07957180990097,-4.91535838341085,7275563,65.26176509,65.2,1385,126.73029167823,2.5,2627.29,45744271658.9141,4103.25896599583,3.21138000488281,18.7666467163888,5.01895528329192,1.99564787082924,0.72
"40",404,81.7,41.56,-13.1090321175518,10.5257238775337,-0.617525155981668,-2.50888227717508,10.1677754501011,-5.61449132459328,-1.57358623879941,5.11635440481521,-0.142844940721205,-4.8644871627722,0.546208469239927,0.85256912333985,4.40368736635792,2.98532657800351,-3.93943626326677,-2.99872990180019,3.44560856574032,3.96381379693042,5.09289959525248,-0.840745645937569,1.90928567609558,65085720,122.7902388,29.5,12876,247.683116421452,20.3,1246.76,110347079517.356,2081.79985458438,4.79903984069824,12.1207047329355,1.11910912344849,0.533662222401424,0.575
"41",410,98.52,68.83,12.2177289625438,12.4099920325389,23.9114577269774,-3.90591908060563,-5.96096761052675,-1.01110695866889,0.726367089397535,-1.1956126200502,2.94192438208913,-1.66382767950909,2.96464316578552,5.46366910791543,-4.29879101614787,-0.783939112637519,5.43547493519287,-7.39801881352086,-0.858309541291371,-5.41716700555079,2.32607977257414,2.51566284145049,1.90569354270946,72855492,140.5658819,97.57132662,307856,5939.01112308707,12.1538461538462,66376.17,1810955871380.98,34997.7816427848,4.68465995788574,18.1602754894872,2.77701963271063,4.8144998550415,0.925
"42",417,49.64,37.66,-12.9323872865065,-6.65061153196057,-4.92651121460841,4.33029318433175,1.82579260653171,8.57130879026164,-6.27030027337432,0.981081892355927,-3.13813623289866,6.6502401463024,-4.49028724151456,2.99833420606491,-0.239764507391538,0.127161766435795,0.904212071684266,-1.339634089514,-4.23317462901319,-3.04646738469939,-1.96531829142347,1.37836616706516,3.6865075289123,8511000,132.4695239,72,2771,421.131020228271,10.3,137.06,8543423502.6134,1276.7003650159,6.21486473083496,17.6248772337511,1.66921378312216,0.0893300026655197,0.692
"43",428,97.28,75.32,9.35369591618098,-11.6380541822874,6.75317786225374,-4.02423518385261,0.423773948206973,3.27148641763571,1.42205988140528,2.25464901206258,-0.45686643227467,-0.197002478005793,-5.71138274386481,0.890632447778226,0.692140445675697,4.04872649688426,-1.94062289454418,4.03086852515813,-0.450844158849311,-0.0592604870355637,0.920953808928451,2.56095606178705,1.51671680177487,2161725,115.358508,91.17964988,38634,20328.8801751586,11,1417.73,39853501579.8211,21148.1629405415,5.96999979019165,20.6065117354627,2.28041898110783,0.70550000667572,0.863
"44",434,28.78,10.39,-18.6938952585531,-4.9044604386161,-7.46012680941835,4.91999605682735,-4.02039906474335,-9.19021387076831,-6.58985835701796,1.83770517943101,-6.93282636077338,-7.65108378093058,-13.4433264856244,8.6616407503474,0.734205707385664,-0.327794198572366,2.22300843998042,8.18919698969239,-1.9438798977226,-0.306033080296556,-7.63410131972938,2.09098584310217,1.51209369085377,2922000,43.9138183,75.5229685131206,5093,765.410939860913,8.46,161.9,42817472975.3677,6357.19555043805,4.13413000106812,22.7682839511793,1.78423762643671,1.99564787082924,0.718
"45",440,97.93,93.51,11.0303984791983,-14.3277979360034,11.0693240584114,-4.21401676134985,2.78526972750561,0.341846251185433,3.18584594162802,4.99869768711804,0.0424296591056145,-5.07344977713734,-2.48166687602183,1.51252878860221,-3.89949737239561,2.90615754360602,-4.18554739824403,2.90494894866501,1.04225121012904,-1.23188094399883,5.20377611019013,0.285176257043844,-3.23009689414619,3726653,133.7323188,86.93054425,131718,47128.2360454902,2.3,2267.3,66445256585.3671,23723.3402510345,3.97215008735657,17.5254896952291,2.02172617270963,1.15527999401093,0.875
"46",458,98.06,79.22,-4.0203163002463,14.9635711083549,9.32766989346,-4.34057149042136,4.68146476321158,1.5553691548973,-4.5765961904839,1.54386013038271,-3.40129717821972,-1.05310514113249,-3.10205906086737,-2.11378001993932,9.40404083365452,-0.70710374279672,-0.485525302001205,1.35174763422848,2.41104768563731,-0.214087387933359,1.24240932024442,1.90949044996048,2.23243820713363,47201700,140.5905675,96.7514278,242565,7306.17623925403,5,23661.33,372980957208.023,11109.2618387745,3.91697001457214,12.7135731720259,1.05799365858043,1.04025995731354,0.803
"47",484,81.68,37.66,-12.2061204645489,7.31091503926901,-3.37162337590419,-9.65287132787446,1.3573173737446,-0.0825331029364362,4.56177644029967,-3.50205150721254,-1.52054718928324,0.690542274734338,1.09070126163801,-4.34597976921509,-0.239296334821729,-0.827939473425819,-1.04721206065447,0.658925711150977,-1.23579466082792,-2.0987925708079,-0.501715562003308,0.230355848054362,3.72302329618243,123920752,97.80246796,71.96819405,41615,330.282228724003,17.9692307692308,16345.64,1272839334119.3,10045.6805004963,4.2542200088501,12.0419467341841,0.680130763342781,0.300960004329681,0.758
